h,fullname,last_obs_jd,last_obs,ts_max,ps_max,n_imp,ps_cum,des,v_inf,diameter,range,id,ip
26.58,(2019 AU6),2458495.5,2019-01-12,0,-5.17,21,-4.89,2019 AU6,8.73334138648627,0.016,2064-2115,bK19A06U,7.9019982e-05
27.23,(2017 RP16),2458019.5,2017-09-23,0,-7.02,23,-6.57,2017 RP16,10.3317235274202,0.012,2065-2121,bK17R16P,4.598749e-06
27.26,(2018 RB2),2458377.5,2018-09-16,0,-6.22,57,-5.92,2018 RB2,9.05551012707251,0.012,2089-2119,bK18R02B,2.7566308e-05
30.14,(2018 WG2),2458452.5,2018-11-30,0,-8.79,10,-8.59,2018 WG2,6.46743673650856,0.0032,2077-2118,bK18W02G,1.610447e-06
29.59,(2010 XB),2455532.5,2010-12-02,0,-5.31,1,-5.31,2010 XB,19.52,0.0041,2036-2036,bK10X00B,1.031e-04
30.98,(2012 BV1),2455945.5,2012-01-19,0,-10.90,1,-10.90,2012 BV1,8.44,0.0022,2057-2057,bK12B01V,7.405e-09
28.41,(2019 TN5),2458779.5,2019-10-23,0,-8.01,1,-8.01,2019 TN5,11.59,0.007,2041-2041,bK19T05N,1.391e-07
26.77,(2020 TD7),2459146.5,2020-10-24,0,-6.91,13,-6.45,2020 TD7,9.13863552117884,0.015,2092-2120,bK20T07D,4.9247155e-06
27.58,(2020 TF6),2459140.5,2020-10-18,0,-6.46,6,-6.17,2020 TF6,12.5401121183179,0.01,2056-2076,bK20T06F,8.91023e-06
28.97,(2005 TK50),2453652.5,2005-10-09,0,-7.71,1,-7.71,2005 TK50,20.58,0.0054,2106-2106,bK05T50K,1.434e-06
26.92,(2020 GB1),2458945.5,2020-04-06,0,-5.49,28,-5.37,2020 GB1,8.28093995983125,0.014,2049-2120,bK20G01B,2.8110414e-05
25.59,(2020 PJ6),2459084.5,2020-08-23,0,-6.76,14,-6.37,2020 PJ6,2.24497618113384,0.026,2074-2119,bK20P06J,1.6313329e-06
22.82,(2002 RB182),2452533.5,2002-09-16,0,-4.94,28,-4.26,2002 RB182,13.5730901213503,0.0924,2036-2120,bK02RI2B,5.865336e-06
27.42,(2016 AN66),2457403.5,2016-01-16,0,-8.49,3,-8.24,2016 AN66,5.45996797216346,0.011,2076-2106,bK16A66N,1.466849e-07
28.57,(2009 TM8),2455121.5,2009-10-17,0,-7.51,264,-6.11,2009 TM8,7.95943043990192,0.00657,2079-2121,bK09T08M,8.28476664000001e-05
28.77,(2016 FE15),2457488.5,2016-04-10,0,-7.94,4,-7.86,2016 FE15,12.2015254652084,0.006,2062-2111,bK16F15E,7.632924e-07
28.25,(2018 FK5),2458206.5,2018-03-29,0,-7.46,2,-7.18,2018 FK5,11.2780986475736,0.0076,2087-2110,bK18F05K,3.771e-06
28.17,(2012 BL14),2455947.5,2012-01-21,0,-5.65,187,-5.26,2012 BL14,19.7661066954673,0.00788,2030-2122,bK12B14L,1.97222155e-05
26.90,(2012 GD),2456023.5,2012-04-06,0,-9.31,6,-8.96,2012 GD,8.57250335808528,0.014,2060-2118,bK12G00D,1.71973e-08
29.46,(2018 GD2),2458220.5,2018-04-12,0,-8.51,13,-7.84,2018 GD2,7.57695265244616,0.0043,2097-2122,bK18G02D,4.505935e-06
26.72,(2019 QE7),2458753.5,2019-09-27,0,-7.03,9,-6.66,2019 QE7,10.1881060002183,0.015,2097-2119,bK19Q07E,2.721051e-06
25.64,(2021 AD4),2459232.5,2021-01-18,0,-8.16,1,-8.16,2021 AD4,5.18,0.025,2084-2084,bK21A04D,2.561e-08
29.11,(2021 BO1),2459233.5,2021-01-19,0,-8.31,1,-8.31,2021 BO1,10.19,0.0051,2077-2077,bK21B01O,5.365e-07
30.31,(2014 WE6),2456982.5,2014-11-21,0,-7.54,9,-7.25,2014 WE6,4.42094976536882,0.0029,2104-2121,bK14W06E,5.250581e-05
28.71,(2025 KK1),2460819.5,2025-05-24,0,-6.91,6,-6.75,2025 KK1,21.6543676331685,0.0061,2045-2120,bK25K01K,4.905009e-06
25.68,(2004 VM24),2453321.5,2004-11-12,0,-5.64,44,-5.00,2004 VM24,12.8649149100012,0.025,2049-2114,bK04V24M,2.41220417e-05
27.04,(2019 WU),2458815.5,2019-11-28,0,-7.57,10,-7.06,2019 WU,10.0639907353361,0.013,2080-2112,bK19W00U,1.555588e-06
29.74,(2011 AM37),2455577.5,2011-01-16,0,-5.26,161,-5.15,2011 AM37,3.65249874163042,0.0038,2048-2119,bK11A37M,0.0011992228026
27.13,(2011 BL45),2455604.5,2011-02-12,0,-4.52,307,-4.32,2011 BL45,1.67630835714702,0.013,2050-2122,bK11B45L,0.0010298487279
27.95,(2019 UT),2458776.5,2019-10-20,0,-5.93,14,-5.61,2019 UT,10.8961237663222,0.0087,2099-2120,bK19U00T,0.000112803158
27.09,(2017 XY2),2458102.5,2017-12-15,0,-8.36,1,-8.36,2017 XY2,7.88,0.013,2108-2108,bK17X02Y,9.773e-08
22.41,(2001 UF5),2452208.5,2001-10-26,0,-7.18,1,-7.18,2001 UF5,18.26,0.11,2058-2058,bK01U05F,1.618e-09
21.37,(2002 GM5),2452381.5,2002-04-17,0,-4.84,1,-4.84,2002 GM5,20.44,0.18,2064-2064,bK02G05M,1.175e-07
25.35,(2021 RM10),2459472.5,2021-09-15,0,-6.30,8,-5.98,2021 RM10,11.0624999818687,0.029,2057-2104,bK21R10M,1.792477e-06
26.59,(2008 BC15),2454496.5,2008-01-31,0,-6.86,2,-6.62,2008 BC15,20.6643727753209,0.016,2072-2094,bK08B15C,9.271e-07
28.38,(2007 TX22),2454384.5,2007-10-11,0,-6.93,17,-6.22,2007 TX22,8.87005102866246,0.00714,2040-2079,bK07T22X,2.626955e-05
23.52,(2007 WP3),2454449.5,2007-12-15,0,-4.90,30,-4.61,2007 WP3,13.0293345123075,0.067,2098-2119,bK07W03P,7.1913366e-06
28.91,(2021 GZ7),2459309.5,2021-04-05,0,-9.22,2,-9.00,2021 GZ7,10.1358463155883,0.0056,2074-2101,bK21G07Z,1.0463e-07
28.41,(2021 JY3),2459354.5,2021-05-20,0,-6.15,43,-5.73,2021 JY3,3.85981511597972,0.007,2077-2121,bK21J03Y,0.000160772629
26.45,(2011 DE5),2455621.5,2011-03-01,0,-10.58,1,-10.58,2011 DE5,15.06,0.017,2115-2115,bK11D05E,1.879e-10
24.12,(2008 YF29),2454839.5,2009-01-08,0,-6.88,2,-6.77,2008 YF29,8.63453290658132,0.051,2074-2090,bK08Y29F,9.998e-08
26.85,(2018 RQ4),2458379.5,2018-09-18,0,-7.04,20,-6.44,2018 RQ4,6.76325540083988,0.014,2082-2117,bK18R04Q,6.2627065e-06
27.16,(2018 VP6),2458441.5,2018-11-19,0,-6.87,5,-6.63,2018 VP6,12.0546591558216,0.013,2088-2118,bK18V06P,3.22112e-06
26.95,(2018 VS6),2458441.5,2018-11-19,0,-5.56,37,-5.37,2018 VS6,11.7992536442778,0.014,2083-2121,bK18V06S,4.7380718e-05
26.49,(2011 SO189),2455840.5,2011-10-06,0,-5.01,16,-4.66,2011 SO189,12.985666501189,0.017,2056-2102,bK11SI9O,9.9032509e-05
26.11,(2009 BE),2454853.5,2009-01-22,0,-4.36,90,-4.05,2009 BE,11.4597782504635,0.02,2037-2122,bK09B00E,0.000358396916
28.85,(2009 TB),2455106.5,2009-10-02,0,-9.01,4,-8.97,2009 TB,15.1052168262897,0.00572,2070-2115,bK09T00B,5.6174e-08
28.89,(2009 WW7),2455158.5,2009-11-23,0,-6.92,46,-6.49,2009 WW7,8.19343297474006,0.0056,2059-2121,bK09W07W,4.52556738e-05
27.76,(2015 FC345),2457110.5,2015-03-29,0,-7.90,7,-7.60,2015 FC345,6.75391004107756,0.0095,2085-2123,bK15FY5C,1.282452e-06
26.68,(2015 TG24),2457309.5,2015-10-14,0,-6.72,82,-5.73,2015 TG24,9.84241711316837,0.016,2102-2121,bK15T24G,2.49978701e-05
25.14,(2006 BC8),2453773.5,2006-02-07,0,-5.40,57,-5.08,2006 BC8,13.1603810222204,0.032,2050-2122,bK06B08C,1.29852873e-05
27.07,(2008 ST),2454738.5,2008-09-29,0,-5.68,64,-5.28,2008 ST,3.24499536659062,0.013,2048-2122,bK08S00T,0.00013679128
28.63,(2020 QN4),2459087.5,2020-08-26,0,-7.77,57,-6.96,2020 QN4,7.52532577340321,0.0064,2065-2121,bK20Q04N,1.09329582e-05
26.87,(2021 AX6),2459262.5,2021-02-17,0,-5.99,11,-5.95,2021 AX6,7.13067056254076,0.014,2062-2120,bK21A06X,9.856068e-06
25.76,(2022 WM9),2459927.5,2022-12-14,0,-6.66,1,-6.66,2022 WM9,10.27,0.024,2086-2086,bK22W09M,6.964e-07
27.86,(2020 SL6),2459136.5,2020-10-14,0,-7.96,1,-7.96,2020 SL6,14.20,0.0091,2108-2108,bK20S06L,3.685e-07
28.67,(2020 SM2),2459114.5,2020-09-22,0,-9.47,3,-9.09,2020 SM2,4.17760700389105,0.00625,2080-2111,bK20S02M,1.0794e-07
28.19,(2020 SN5),2459119.5,2020-09-27,0,-6.70,10,-6.68,2020 SN5,13.2748568793153,0.0078,2043-2118,bK20S05N,2.6400796e-06
28.93,(2022 SY24),2459854.5,2022-10-02,0,-6.22,131,-5.69,2022 SY24,11.2749232960914,0.0055,2049-2122,bK22S24Y,0.0002133769882
25.59,(2022 AE6),2459593.5,2022-01-14,0,-6.69,2,-6.58,2022 AE6,10.2991803278689,0.026,2084-2105,bK22A06E,7.076e-07
28.79,(2020 SN6),2459122.5,2020-09-30,0,-7.78,346,-6.60,2020 SN6,5.5133246782477,0.0059,2043-2122,bK20S06N,2.70701732000001e-05
28.39,(2020 UA),2459142.5,2020-10-20,0,-8.14,15,-7.55,2020 UA,6.52651390832879,0.0071,2074-2114,bK20U00A,1.974033e-06
26.07,(2008 SH148),2454738.5,2008-09-29,0,-9.15,4,-8.77,2008 SH148,8.80307948766644,0.0209,2042-2097,bK08SE8H,4.7391e-09
27.76,(2008 TE),2454747.5,2008-10-08,0,-8.63,9,-8.39,2008 TE,11.706756323456,0.0095,2058-2117,bK08T00E,1.440233e-07
30.32,(2011 CA7),2455600.5,2011-02-08,0,-8.97,4,-8.74,2011 CA7,8.91973561629607,0.0029,2062-2087,bK11C07A,6.25795e-07
28.94,(2022 EF1),2459641.5,2022-03-03,0,-7.83,120,-6.97,2022 EF1,10.6397779759052,0.0055,2040-2122,bK22E01F,9.9479203e-06
29.17,(2012 EP10),2456014.5,2012-03-28,0,-6.77,116,-6.48,2012 EP10,2.79011035377245,0.005,2056-2122,bK12E10P,8.37844307e-05
23.01,(2002 TZ59),2452555.5,2002-10-08,0,-6.38,1,-6.38,2002 TZ59,28.40,0.085,2040-2040,bK02T59Z,5.157e-09
26.50,(2004 RU109),2453260.5,2004-09-12,0,-6.46,7,-6.15,2004 RU109,12.932002310517,0.017,2034-2053,bK04RA9U,1.21185e-06
32.00,(2017 UL6),2458054.5,2017-10-28,0,-8.11,37,-7.63,2017 UL6,7.13156402504067,0.00139,2041-2120,bK17U06L,6.9002463e-05
29.97,(2025 UV7),2460976.5,2025-10-28,0,-11.78,1,-11.78,2025 UV7,9.17,0.0034,2039-2039,bK25U07V,1.396e-10
25.44,(2021 EU),2459290.5,2021-03-17,0,-4.07,6,-4.01,2021 EU,21.2212941530514,0.028,2056-2123,bK21E00U,5.4536378e-05
27.40,(2022 OC4),2459800.5,2022-08-09,0,-7.49,19,-7.30,2022 OC4,7.1589501712573,0.011,2078-2122,bK22O04C,1.444026e-06
27.31,(2008 CJ),2454499.5,2008-02-03,0,-6.60,2,-6.50,2008 CJ,8.07,0.012,2106-2106,bK08C00J,8.564e-06
28.25,(2008 UC202),2454773.5,2008-11-03,0,-7.10,5,-6.99,2008 UC202,4.1627127220121,0.0076,2116-2119,bK08UK2C,1.14746e-05
27.47,(2017 RJ2),2458011.5,2017-09-15,0,-7.34,13,-6.84,2017 RJ2,15.8892643196038,0.011,2106-2121,bK17R02J,2.9418726e-06
25.94,(2017 UA45),2458098.5,2017-12-11,0,-6.15,11,-5.97,2017 UA45,5.41563384682057,0.022,2099-2121,bK17U45A,8.690057e-06
26.98,(2017 UK52),2458047.5,2017-10-21,0,-8.83,8,-8.54,2017 UK52,11.4307803221866,0.014,2031-2117,bK17U52K,2.11182e-08
29.45,(2021 AS2),2459223.5,2021-01-09,0,-9.74,1,-9.74,2021 AS2,24.55,0.0044,2063-2063,bK21A02S,8.210e-09
28.07,(2021 AZ5),2459230.5,2021-01-16,0,-8.83,1,-8.83,2021 AZ5,8.06,0.0082,2110-2110,bK21A05Z,9.767e-08
27.99,(2021 EA),2459275.5,2021-03-02,0,-5.49,5,-5.46,2021 EA,9.46008817216105,0.0085,2055-2060,bK21E00A,6.831975e-05
27.74,(2023 QE2),2460178.5,2023-08-22,0,-7.79,1,-7.79,2023 QE2,12.52,0.0096,2034-2034,bK23Q02E,5.850e-08
24.88,(2008 CC71),2454515.5,2008-02-19,0,-4.30,32,-4.01,2008 CC71,8.04733826353591,0.036,2034-2082,bK08C71C,4.056358e-05
29.12,(2021 GE2),2459319.5,2021-04-15,0,-4.01,1,-4.01,2021 GE2,15.36,0.0051,2030-2030,bK21G02E,7.309e-04
27.74,(2021 CP7),2459264.5,2021-02-19,0,-9.87,1,-9.87,2021 CP7,9.88,0.0096,2108-2108,bK21C07P,5.404e-09
27.44,(2021 FU),2459315.5,2021-04-11,0,-7.16,13,-6.78,2021 FU,9.14670756861258,0.011,2077-2121,bK21F00U,4.051152e-06
27.18,(2021 OK1),2459439.5,2021-08-13,0,-7.39,2,-7.38,2021 OK1,12.7903110748532,0.012,2101-2111,bK21O01K,7.4773e-07
26.03,(2016 GF1),2457494.5,2016-04-16,0,-7.52,1,-7.52,2016 GF1,7.18,0.021,2111-2111,bK16G01F,2.267e-07
27.75,(2016 GS134),2457509.5,2016-05-01,0,-8.03,9,-7.96,2016 GS134,11.0134843784363,0.0096,2070-2122,bK16GD4S,2.432695e-07
28.03,(2021 BV1),2459231.5,2021-01-17,0,-8.66,1,-8.66,2021 BV1,21.48,0.0084,2064-2064,bK21B01V,2.527e-08
29.89,(2020 KJ4),2458997.5,2020-05-28,0,-8.42,5,-8.36,2020 KJ4,4.22620903056091,0.0036,2066-2121,bK20K04J,2.668605e-06
24.87,(2012 FN35),2456016.5,2012-03-30,0,-9.34,1,-9.34,2012 FN35,8.48,0.036,2108-2108,bK12F35N,8.537e-10
23.10,(2012 QD8),2456176.5,2012-09-06,0,-3.79,16,-3.71,2012 QD8,20.7611460347656,0.081,2047-2120,bK12Q08D,6.112476e-06
26.97,(2023 HG7),2460078.5,2023-05-14,0,-7.42,7,-7.22,2023 HG7,12.0241432354672,0.014,2116-2123,bK23H07G,9.78752e-07
26.34,(2012 VE77),2456248.5,2012-11-17,0,-4.08,2,-4.08,2012 VE77,15.3299370822976,0.018,2033-2035,bK12V77E,4.633831e-05
27.85,(2017 UF),2458045.5,2017-10-19,0,-8.04,4,-7.78,2017 UF,23.2298028854228,0.0091,2066-2082,bK17U00F,1.893518e-07
26.72,(2017 WE28),2458098.5,2017-12-11,0,-6.60,13,-6.39,2017 WE28,8.79308250824687,0.015,2039-2099,bK17W28E,1.8348178e-06
28.82,(2014 WU200),2457001.5,2014-12-10,0,-7.77,8,-7.46,2014 WU200,1.70880424008958,0.0058,2104-2120,bK14WK0U,7.46588e-06
25.57,(2009 SU104),2455105.5,2009-10-01,0,-7.92,1,-7.92,2009 SU104,13.07,0.026,2109-2109,bK09SA4U,3.456e-08
27.68,(2009 TD17),2455115.5,2009-10-11,0,-5.78,142,-5.57,2009 TD17,6.58319424879598,0.00981,2039-2121,bK09T17D,3.83097103e-05
29.65,(2014 HY198),2456776.5,2014-04-29,0,-7.19,63,-6.52,2014 HY198,6.14188430035796,0.00396,2034-2122,bK14HJ8Y,8.99335747e-05
29.29,(2014 JR24),2456784.5,2014-05-07,0,-5.22,82,-5.18,2014 JR24,3.72303350796732,0.0047,2069-2122,bK14J24R,0.001175385174
22.82,(2014 JU79),2456783.5,2014-05-06,0,-5.61,10,-5.21,2014 JU79,6.1690187675646,0.0924,2041-2121,bK14J79U,3.740123e-07
22.36,(2016 YM4),2457786.5,2017-02-02,0,-3.69,1,-3.69,2016 YM4,18.98,0.11,2121-2121,bK16Y04M,1.338e-05
26.10,(2017 YO5),2458138.5,2018-01-20,0,-6.06,26,-5.64,2017 YO5,7.33621869761019,0.02,2084-2120,bK17Y05O,1.75404459e-05
28.58,(2023 GP3),2460059.5,2023-04-25,0,-9.74,2,-9.47,2023 GP3,7.95506188118812,0.0065,2106-2118,bK23G03P,4.04e-08
27.51,(2023 HL5),2460078.5,2023-05-14,0,-7.14,14,-6.85,2023 HL5,8.20608060720727,0.011,2083-2122,bK23H05L,4.922339e-06
27.96,(2022 OR1),2459815.5,2022-08-24,0,-7.04,10,-6.81,2022 OR1,4.46430708750922,0.0087,2111-2121,bK22O01R,1.18710618e-05
27.01,(2012 VQ6),2456240.5,2012-11-09,0,-9.42,1,-9.42,2012 VQ6,12.92,0.013,2102-2102,bK12V06Q,5.088e-09
27.06,(2021 PA1),2459434.5,2021-08-08,0,-9.02,1,-9.02,2021 PA1,15.77,0.013,2113-2113,bK21P01A,1.260e-08
26.80,(2021 LL6),2459384.5,2021-06-19,0,-9.18,1,-9.18,2021 LL6,8.94,0.015,2088-2088,bK21L06L,7.588e-09
27.44,(2012 SW2),2456189.5,2012-09-19,0,-9.53,1,-9.53,2012 SW2,16.57,0.011,2117-2117,bK12S02W,5.863e-09
24.73,(2013 CL22),2456365.5,2013-03-14,0,-7.66,1,-7.66,2013 CL22,9.37,0.038,2119-2119,bK13C22L,3.716e-08
28.71,(2021 BY1),2459233.5,2021-01-19,0,-8.94,1,-8.94,2021 BY1,20.77,0.0061,2051-2051,bK21B01Y,1.949e-08
27.93,(2004 DA53),2453062.5,2004-02-27,0,-6.83,4,-6.82,2004 DA53,9.35,0.0088,2111-2116,bK04D53A,7.915858e-06
28.54,(2021 BL2),2459232.5,2021-01-18,0,-8.11,22,-8.08,2021 BL2,12.9681506213351,0.00661,2038-2119,bK21B02L,1.201928e-07
23.09,(2018 YH2),2458470.5,2018-12-18,0,-5.91,31,-5.50,2018 YH2,9.6858863531758,0.0816,2031-2120,bK18Y02H,1.370949e-07
28.93,(2019 HR2),2458612.5,2019-05-09,0,-10.22,8,-9.75,2019 HR2,8.38526714499035,0.0055,2049-2118,bK19H02R,2.7457e-08
27.03,(2017 UK1),2458099.5,2017-12-12,0,-11.10,1,-11.10,2017 UK1,7.57,0.013,2092-2092,bK17U01K,1.381e-10
27.53,(2019 JP144),2458616.5,2019-05-13,0,-8.11,1,-8.11,2019 JP144,15.13,0.011,2113-2113,bK19JE4P,1.784e-07
28.36,(2021 GE226),2459314.5,2021-04-10,0,-7.90,5,-7.58,2021 GE226,8.84062026210802,0.00719,2080-2116,bK21GM6E,1.88243e-06
25.19,(2012 TV),2456207.5,2012-10-07,0,-5.61,27,-5.33,2012 TV,16.6739976965525,0.031,2054-2114,bK12T00V,4.509762e-06
29.41,(2018 BC),2458138.5,2018-01-20,0,-7.67,41,-6.67,2018 BC,2.03345303662316,0.0044,2083-2122,bK18B00C,7.27354e-05
30.28,(2022 DX29),2459636.5,2022-02-26,0,-9.03,2,-8.90,2022 DX29,8.2756670771757,0.003,2110-2118,bK22D29X,9.744e-07
29.61,(2023 RF156),2460193.5,2023-09-06,0,-9.28,1,-9.28,2023 RF156,8.05,0.004,2073-2073,bK23RF6F,1.104e-07
24.90,(2007 VJ3),2454413.5,2007-11-09,0,-8.39,2,-8.22,2007 VJ3,16.1919493358048,0.035,2103-2112,bK07V03J,6.474e-09
24.82,(2007 XZ9),2454452.5,2007-12-18,0,-5.81,5,-5.67,2007 XZ9,13.0130413101897,0.037,2065-2118,bK07X09Z,1.41781e-06
26.11,(2018 RH3),2458378.5,2018-09-17,0,-5.94,1,-5.94,2018 RH3,8.32,0.02,2108-2108,bK18R03H,8.407e-06
26.84,(2022 YS6),2459946.5,2023-01-02,0,-4.29,11,-4.28,2022 YS6,10.0402046898311,0.015,2065-2078,bK22Y06S,0.0003671269628
26.23,(2017 RV2),2458048.5,2017-10-22,0,-5.37,62,-4.81,2017 RV2,6.47931354703885,0.019,2070-2122,bK17R02V,0.0001398977999
25.76,(2018 TP5),2458455.5,2018-12-03,0,-5.85,48,-5.31,2018 TP5,10.8564806184328,0.024,2074-2113,bK18T05P,1.6834165e-05
29.22,(2015 XH55),2457362.5,2015-12-06,0,-8.30,21,-7.87,2015 XH55,7.12859846771171,0.0048,2076-2121,bK15X55H,2.911071e-06
27.33,(2016 CK137),2457431.5,2016-02-13,0,-6.10,159,-5.54,2016 CK137,9.83446255484932,0.012,2041-2122,bK16CD7K,5.2820845e-05
28.07,(2020 FK6),2458925.5,2020-03-17,0,-6.69,113,-5.69,2020 FK6,13.1854623531705,0.00825,2054-2117,bK20F06K,6.24884295e-05
25.11,(2020 FZ2),2458934.5,2020-03-26,0,-6.20,10,-5.94,2020 FZ2,22.3151144117416,0.032,2110-2122,bK20F02Z,1.222864e-06
28.12,(2018 TY4),2458432.5,2018-11-10,0,-4.25,2,-4.25,2018 TY4,10.6699953411317,0.008,2033-2060,bK18T04Y,0.00031162074
24.41,(2014 RT17),2456919.5,2014-09-19,0,-9.03,1,-9.03,2014 RT17,19.79,0.044,2120-2120,bK14R17T,5.422e-10
25.51,(2009 FG),2454922.5,2009-04-01,0,-6.01,71,-5.56,2009 FG,9.12426465180105,0.027,2042-2122,bK09F00G,5.8590971e-06
27.33,(2009 QR),2455065.5,2009-08-22,0,-7.96,10,-7.77,2009 QR,4.9792989122162,0.012,2042-2107,bK09Q00R,1.70806e-07
28.25,(2009 EJ1),2454893.5,2009-03-03,0,-8.73,4,-8.71,2009 EJ1,10.800638336844,0.0076,2042-2121,bK09E01J,3.2757e-08
27.37,(2021 JU6),2459348.5,2021-05-14,0,-7.80,1,-7.80,2021 JU6,11.25,0.011,2068-2068,bK21J06U,1.962e-07
25.68,(2006 BB9),2453767.5,2006-02-01,0,-7.78,1,-7.78,2006 BB9,13.00,0.025,2113-2113,bK06B09B,5.659e-08
27.88,(2019 VE4),2458805.5,2019-11-18,0,-7.43,10,-7.11,2019 VE4,8.77977459307488,0.00894,2072-2120,bK19V04E,3.611291e-06
26.59,(2021 AM6),2459264.5,2021-02-19,0,-4.50,68,-4.16,2021 AM6,5.21115137310751,0.016,2064-2120,bK21A06M,0.000528255833
28.25,(2020 BH),2458904.5,2020-02-25,0,-6.54,13,-6.29,2020 BH,3.06625835435587,0.0076,2104-2122,bK20B00H,5.290354e-05
26.65,(2021 WN2),2459550.5,2021-12-02,0,-8.57,5,-8.31,2021 WN2,8.07198992658358,0.016,2100-2119,bK21W02N,7.0284e-08
22.10,(2009 BR5),2454862.5,2009-01-31,0,-5.14,4,-5.09,2009 BR5,17.9730369872549,0.13,2066-2078,bK09B05R,2.291465e-07
26.48,(2021 LC1),2459370.5,2021-06-05,0,-8.20,1,-8.20,2021 LC1,15.50,0.017,2121-2121,bK21L01C,4.857e-08
30.86,(2017 UJ2),2458048.5,2017-10-22,0,-9.80,16,-9.06,2017 UJ2,5.2407485163557,0.0023,2078-2120,bK17U02J,1.26378e-06
30.91,(2011 CF22),2455599.5,2011-02-07,0,-7.37,181,-6.78,2011 CF22,18.8134889438222,0.00224,2031-2122,bK11C22F,4.79058731e-05
27.48,(2014 QC391),2456904.5,2014-09-04,0,-6.17,86,-5.71,2014 QC391,7.61050508167917,0.011,2078-2122,bK14Qd1C,6.15357719e-05
29.09,(2022 AU),2459589.5,2022-01-10,0,-6.41,74,-6.19,2022 AU,7.10575668748004,0.0052,2084-2118,bK22A00U,0.000120939202
27.73,(2019 FB1),2458573.5,2019-03-31,0,-7.35,3,-7.17,2019 FB1,7.97395540623091,0.0096,2110-2117,bK19F01B,3.274e-06
31.45,(2013 YB),2456649.5,2013-12-23,0,-7.36,17,-6.80,2013 YB,8.93229090880511,0.00173,2026-2054,bK13Y00B,3.4607794e-05
25.99,(2008 CF22),2454506.5,2008-02-10,0,-9.33,2,-9.06,2008 CF22,11.8274575036425,0.021,2094-2112,bK08C22F,4.118e-09
27.13,(2017 SS12),2458028.5,2017-10-02,0,-7.29,20,-6.76,2017 SS12,10.094200959778,0.013,2071-2117,bK17S12S,2.79648e-06
26.48,(2025 BE4),2460701.5,2025-01-26,0,-6.97,12,-6.65,2025 BE4,23.9808105578335,0.017,2089-2124,bK25B04E,7.107784e-07
28.46,(2025 BS4),2460702.5,2025-01-27,0,-6.33,9,-6.26,2025 BS4,15.8242913294917,0.0069,2056-2113,bK25B04S,1.747856e-05
26.74,(2014 SR223),2456933.5,2014-10-03,0,-6.42,1,-6.42,2014 SR223,15.23,0.015,2063-2063,bK14SM3R,1.587e-06
26.93,(2004 OD4),2453207.5,2004-07-21,0,-9.90,1,-9.90,2004 OD4,8.51,0.014,2093-2093,bK04O04D,1.836e-09
25.00,(2018 LT5),2458288.5,2018-06-19,0,-6.93,3,-6.65,2018 LT5,19.0460027890466,0.034,2066-2095,bK18L05T,1.5776e-07
26.75,(2023 HF7),2460067.5,2023-05-03,0,-7.23,1,-7.23,2023 HF7,13.55,0.015,2064-2064,bK23H07F,2.835e-07
25.41,(2023 HO),2460060.5,2023-04-26,0,-7.29,1,-7.29,2023 HO,25.31,0.028,2084-2084,bK23H00O,4.051e-08
30.00,(2023 MB3),2460118.5,2023-06-23,0,-7.93,3,-7.62,2023 MB3,8.68933246270531,0.0034,2104-2104,bK23M03B,1.19454e-05
28.99,(2017 FX158),2457839.5,2017-03-27,0,-8.89,2,-8.76,2017 FX158,8.34743974748518,0.0054,2118-2118,bK17FF8X,3.3899e-07
27.77,(2022 KX2),2459733.5,2022-06-03,0,-7.64,49,-6.82,2022 KX2,6.87067782750553,0.0095,2065-2122,bK22K02X,6.014303e-06
30.55,(2022 UU123),2459874.5,2022-10-22,0,-12.14,1,-12.14,2022 UU123,8.65,0.0026,2119-2119,bK22UC3U,8.029e-10
27.85,(2023 HZ5),2460061.5,2023-04-27,0,-6.13,6,-6.11,2023 HZ5,6.26001410070562,0.0091,2069-2113,bK23H05Z,3.4642238e-05
26.78,(2010 JL88),2455333.5,2010-05-17,0,-5.84,193,-5.12,2010 JL88,14.8692887953834,0.015,2037-2122,bK10J88L,5.90141951e-05
27.86,(2021 GU12),2459324.5,2021-04-20,0,-9.24,2,-9.16,2021 GU12,8.92051144637968,0.0091,2096-2113,bK21G12U,3.4334e-08
24.24,(1994 GK),2449452.5,1994-04-10,0,-4.21,9,-4.19,1994 GK,14.8816515450186,0.048,2050-2067,bJ94G00K,1.6571386e-05
26.07,(2019 NL4),2458674.5,2019-07-10,0,-7.53,4,-7.40,2019 NL4,13.9641762863739,0.021,2074-2120,bK19N04L,1.31241e-07
25.48,(2009 FZ10),2454919.5,2009-03-29,0,-5.46,4,-5.44,2009 FZ10,13.0133019415257,0.027,2111-2115,bK09F10Z,1.023834e-05
27.11,(2011 AY22),2455573.5,2011-01-12,0,-6.41,34,-5.66,2011 AY22,12.9780786526501,0.013,2044-2118,bK11A22Y,2.93121007e-05
28.79,(1991 BA),2448274.5,1991-01-18,0,-6.96,43,-6.67,1991 BA,16.7227981196217,0.00592,2027-2115,bJ91B00A,4.1830306e-06
24.34,(2000 SB45),2451816.5,2000-09-29,0,-4.18,194,-3.71,2000 SB45,7.52859669417367,0.0459,2067-2118,bK00S45B,0.0001584708656
26.78,(2004 PU42),2453231.5,2004-08-14,0,-5.84,45,-5.12,2004 PU42,10.1157968534967,0.015,2071-2122,bK04P42U,7.61514717e-05
